sample_index,num_false_negatives,num_false_positives,error_count,true_labels,predicted_labels,false_negative_labels,false_positive_labels,false_negative_probs,false_positive_probs
661604,3,3,6,Alcohol | Amide | Amine | Phenol,Alkane | Amide | Arene | Haloalkane,Alcohol | Amine | Phenol,Alkane | Arene | Haloalkane,Alcohol=0.0200 | Amine=0.0046 | Phenol=0.0132,Alkane=0.1676 | Arene=0.4653 | Haloalkane=0.6221
647278,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether,Alkane | Amide | Amine | Arene | Ketone,Alkene | Enamine | Ester | Ether,Amide | Ketone,Alkene=0.0011 | Enamine=0.4793 | Ester=0.0000 | Ether=0.0559,Amide=0.9362 | Ketone=0.9998
475588,3,3,6,Alkane | Arene | Carbamate | Ether,Amide | Arene | Haloalkane | Sulfide,Alkane | Carbamate | Ether,Amide | Haloalkane | Sulfide,Alkane=0.0782 | Carbamate=0.0000 | Ether=0.1852,Amide=0.9241 | Haloalkane=0.4561 | Sulfide=0.9541
225148,5,1,6,Alkane | Alkene | Amine | Carbamate | Enamine | Ether | Sulfide,Alkane | Amine | Haloalkane,Alkene | Carbamate | Enamine | Ether | Sulfide,Haloalkane,Alkene=0.0002 | Carbamate=0.0018 | Enamine=0.0008 | Ether=0.1284 | Sulfide=0.0791,Haloalkane=0.6678
573010,4,2,6,Aldehyde | Alkane | Amide | Arene | Ether,Alkane | Amine | Haloalkane,Aldehyde | Amide | Arene | Ether,Amine | Haloalkane,Aldehyde=0.4365 | Amide=0.0039 | Arene=0.0728 | Ether=0.1686,Amine=0.9889 | Haloalkane=0.9447
129136,5,1,6,Alkane | Alkene | Amide | Arene | Ester | Ether | Haloalkane | Imide | Sulfide,Alkane | Arene | Ether | Haloalkane | Ketone,Alkene | Amide | Ester | Imide | Sulfide,Ketone,Alkene=0.0025 | Amide=0.6284 | Ester=0.2282 | Imide=0.1684 | Sulfide=0.0000,Ketone=0.9967
536319,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Ether | Ketone | Phenol,Alcohol | Alkane | Arene | Ether | Haloalkane | Sulfide,Amide | Amine | Ketone | Phenol,Haloalkane | Sulfide,Amide=0.2528 | Amine=0.2704 | Ketone=0.0005 | Phenol=0.0000,Haloalkane=0.7294 | Sulfide=0.8397
377659,3,3,6,Alcohol | Alkane | Arene | Ester | Ether | Phenol,Alcohol | Alkane | Amide | Amine | Ether | Sulfide,Arene | Ester | Phenol,Amide | Amine | Sulfide,Arene=0.1907 | Ester=0.4521 | Phenol=0.8427,Amide=0.9871 | Amine=0.6490 | Sulfide=0.6871
211373,4,2,6,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Sulfonamide,Alkane | Arene | Haloalkane | Sulfide | Sulfonate,Amine | Ester | Ether | Sulfonamide,Sulfide | Sulfonate,Amine=0.0601 | Ester=0.0020 | Ether=0.1605 | Sulfonamide=0.2082,Sulfide=0.9915 | Sulfonate=0.9994
663469,4,2,6,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Ketone,Alkane | Amine | Arene | Ester | Ether,Alkene | Enamine | Haloalkane | Ketone,Ester | Ether,Alkene=0.0026 | Enamine=0.0188 | Haloalkane=0.2251 | Ketone=0.0000,Ester=0.9933 | Ether=0.9979
337634,5,1,6,Alkane | Alkene | Amine | Enamine | Ester | Ether | Ketone,Alkane | Amide | Ether,Alkene | Amine | Enamine | Ester | Ketone,Amide,Alkene=0.0000 | Amine=0.0088 | Enamine=0.0000 | Ester=0.0000 | Ketone=0.0478,Amide=0.9879
710639,2,4,6,Alkane | Amide | Arene | Ether | Haloalkane,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Ketone | Sulfide,Ether | Haloalkane,Alcohol | Carboxylic acid | Ketone | Sulfide,Ether=0.2353 | Haloalkane=0.1569,Alcohol=0.9962 | Carboxylic acid=0.9676 | Ketone=0.8916 | Sulfide=1.0000
693157,2,4,6,Alkane | Amine | Arene | Ketone,Alkane | Amide | Arene | Ester | Ether | Haloalkane,Amine | Ketone,Amide | Ester | Ether | Haloalkane,Amine=0.0403 | Ketone=0.1618,Amide=0.9999 | Ester=0.9971 | Ether=0.9996 | Haloalkane=0.9447
729637,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Carboxylic acid | Haloalkane,Alcohol | Alkane | Amine | Ester | Ether,Amide | Arene | Carboxylic acid | Haloalkane,Ester | Ether,Amide=0.0048 | Arene=0.0283 | Carboxylic acid=0.0001 | Haloalkane=0.3084,Ester=0.9960 | Ether=0.9846
171437,2,4,6,Alkane | Arene | Ester | Ether | Haloalkane,Aldehyde | Alkane | Amide | Arene | Haloalkane | Imide | Ketone,Ester | Ether,Aldehyde | Amide | Imide | Ketone,Ester=0.0005 | Ether=0.2917,Aldehyde=0.9806 | Amide=0.7631 | Imide=0.8698 | Ketone=0.9914
793142,5,1,6,Acid anhydride | Alcohol | Alkane | Alkene | Amine | Enamine | Enol | Ester | Ether | Ketone,Acid anhydride | Alcohol | Alkane | Arene | Ester | Ether,Alkene | Amine | Enamine | Enol | Ketone,Arene,Alkene=0.0048 | Amine=0.0932 | Enamine=0.1112 | Enol=0.0205 | Ketone=0.0046,Arene=0.2203
738328,2,4,6,Alcohol | Alkane | Alkyne | Amine,Alcohol | Alkane | Arene | Ester | Ether | Sulfide,Alkyne | Amine,Arene | Ester | Ether | Sulfide,Alkyne=0.0000 | Amine=0.1074,Arene=0.6603 | Ester=0.9874 | Ether=0.9636 | Sulfide=1.0000
340595,3,3,6,Alkane | Alkene | Carbamate | Ether | Haloalkane | Nitrile,Alkane | Amide | Carbamate | Ether | Imide | Sulfide,Alkene | Haloalkane | Nitrile,Amide | Imide | Sulfide,Alkene=0.0000 | Haloalkane=0.3558 | Nitrile=0.0002,Amide=0.7233 | Imide=0.9402 | Sulfide=0.9998
783928,4,2,6,Alcohol | Alkane | Alkene | Enol | Ketone | Sulfoxide,Alcohol | Alkane | Arene | Haloalkane,Alkene | Enol | Ketone | Sulfoxide,Arene | Haloalkane,Alkene=0.0647 | Enol=0.2557 | Ketone=0.0000 | Sulfoxide=0.0745,Arene=0.8427 | Haloalkane=0.9980
63552,1,5,6,Aldehyde | Alkene,Alcohol | Alkane | Alkene | Amine | Enamine | Sulfide,Aldehyde,Alcohol | Alkane | Amine | Enamine | Sulfide,Aldehyde=0.0000,Alcohol=0.9837 | Alkane=0.4487 | Amine=0.6816 | Enamine=0.9998 | Sulfide=0.9938
26201,5,1,6,Alcohol | Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Sulfide,Alcohol | Alkane | Arene | Ether,Alkene | Amine | Enamine | Haloalkane | Sulfide,Ether,Alkene=0.1678 | Amine=0.0023 | Enamine=0.0000 | Haloalkane=0.3548 | Sulfide=0.0547,Ether=0.5224
105170,2,4,6,Alkane | Alkene | Arene | Sulfide | Sulfone,Alkane | Alkene | Arene | Ester | Ether | Haloalkane | Nitrile,Sulfide | Sulfone,Ester | Ether | Haloalkane | Nitrile,Sulfide=0.0003 | Sulfone=0.0344,Ester=0.9992 | Ether=0.9982 | Haloalkane=0.7292 | Nitrile=0.9740
534829,3,3,6,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Haloalkane,Alcohol | Alkane | Carboxylic acid | Ester | Ether | Sulfide,Amide | Arene | Haloalkane,Ester | Ether | Sulfide,Amide=0.0048 | Arene=0.0606 | Haloalkane=0.0627,Ester=0.9345 | Ether=0.9540 | Sulfide=0.9995
25479,4,2,6,Alcohol | Alkane | Alkene | Arene | Carboxylic acid | Enamine | Ester | Ether | Haloalkane | Imide,Alcohol | Alkane | Alkene | Amide | Arene | Carboxylic acid | Imide | Sulfide,Enamine | Ester | Ether | Haloalkane,Amide | Sulfide,Enamine=0.0380 | Ester=0.0001 | Ether=0.2330 | Haloalkane=0.1099,Amide=0.9999 | Sulfide=0.9992
214946,4,2,6,Alkane | Alkene | Amide | Arene | Enamine | Haloalkane,Alkane | Arene | Ether | Imine,Alkene | Amide | Enamine | Haloalkane,Ether | Imine,Alkene=0.0014 | Amide=0.2957 | Enamine=0.0000 | Haloalkane=0.2515,Ether=0.4835 | Imine=0.9803
548917,4,2,6,Alkane | Amine | Arene | Ether | Thioamide,Alkane | Alkene | Haloalkane,Amine | Arene | Ether | Thioamide,Alkene | Haloalkane,Amine=0.0353 | Arene=0.0195 | Ether=0.2636 | Thioamide=0.0005,Alkene=0.8539 | Haloalkane=0.7356
202407,4,2,6,Alkane | Alkene | Amine | Arene | Carbamate | Ether | Hydrazine,Alkane | Amide | Amine | Haloalkane | Hydrazine,Alkene | Arene | Carbamate | Ether,Amide | Haloalkane,Alkene=0.0199 | Arene=0.1204 | Carbamate=0.1859 | Ether=0.2806,Amide=0.9934 | Haloalkane=0.8471
735546,2,4,6,Alkane | Alkene | Amide | Hydrazone,Alkane | Alkene | Amine | Enamine | Ester | Ether,Amide | Hydrazone,Amine | Enamine | Ester | Ether,Amide=0.0914 | Hydrazone=0.0000,Amine=0.9218 | Enamine=0.9803 | Ester=1.0000 | Ether=1.0000
468458,2,4,6,Acyl halide | Alkane | Ether | Haloalkane,Aldehyde | Alkane | Amine | Arene | Ether | Sulfide,Acyl halide | Haloalkane,Aldehyde | Amine | Arene | Sulfide,Acyl halide=0.0000 | Haloalkane=0.1725,Aldehyde=0.9970 | Amine=0.9509 | Arene=0.9166 | Sulfide=0.8922
414423,3,3,6,Alcohol | Alkane | Amine | Sulfide | Thioamide,Alcohol | Alkane | Amide | Ether | Haloalkane,Amine | Sulfide | Thioamide,Amide | Ether | Haloalkane,Amine=0.1146 | Sulfide=0.0001 | Thioamide=0.0498,Amide=0.9170 | Ether=0.8922 | Haloalkane=0.6227
372485,4,2,6,Alkane | Alkyne | Amine | Arene | Carbamate | Ether | Haloalkane | Sulfonamide,Alkane | Amine | Arene | Ester | Ether | Sulfide,Alkyne | Carbamate | Haloalkane | Sulfonamide,Ester | Sulfide,Alkyne=0.0000 | Carbamate=0.3464 | Haloalkane=0.3057 | Sulfonamide=0.0000,Ester=1.0000 | Sulfide=0.4652
256696,5,1,6,Alcohol | Alkane | Alkene | Arene | Enol | Ester | Ether | Haloalkane | Phenol,Alcohol | Alkane | Ether | Haloalkane | Ketone,Alkene | Arene | Enol | Ester | Phenol,Ketone,Alkene=0.0009 | Arene=0.1244 | Enol=0.0000 | Ester=0.0044 | Phenol=0.0193,Ketone=0.7945
113280,2,4,6,Alkane | Amine | Arene | Sulfonamide,Alkane | Alkene | Arene | Ester | Ether | Ketone,Amine | Sulfonamide,Alkene | Ester | Ether | Ketone,Amine=0.2478 | Sulfonamide=0.0000,Alkene=0.9983 | Ester=0.9646 | Ether=0.8959 | Ketone=0.6480
554867,3,3,6,Acyl halide | Alkane | Amine | Haloalkane | Sulfonamide,Alkane | Amine | Ester | Ether | Sulfide,Acyl halide | Haloalkane | Sulfonamide,Ester | Ether | Sulfide,Acyl halide=0.0359 | Haloalkane=0.3452 | Sulfonamide=0.5013,Ester=0.9901 | Ether=0.9373 | Sulfide=0.6724
346935,2,4,6,Alkane | Alkene | Amine | Arene | Ketone,Alkane | Amide | Amine | Arene | Ester | Ether | Sulfone,Alkene | Ketone,Amide | Ester | Ether | Sulfone,Alkene=0.0010 | Ketone=0.0009,Amide=0.9700 | Ester=1.0000 | Ether=1.0000 | Sulfone=0.9996
266531,4,2,6,Alkane | Alkyne | Amide | Amine | Arene | Ester | Ether | Thioamide,Alkane | Amide | Arene | Carbamate | Ether | Ketone,Alkyne | Amine | Ester | Thioamide,Carbamate | Ketone,Alkyne=0.0000 | Amine=0.0060 | Ester=0.3006 | Thioamide=0.0044,Carbamate=0.9996 | Ketone=0.9995
234575,3,3,6,Alcohol | Alkane | Amide | Arene | Phenol | Sulfide,Alcohol | Alkane | Alkene | Carboxylic acid | Ketone | Sulfide,Amide | Arene | Phenol,Alkene | Carboxylic acid | Ketone,Amide=0.0023 | Arene=0.0150 | Phenol=0.0005,Alkene=0.9558 | Carboxylic acid=0.9912 | Ketone=0.8621
511991,2,4,6,Alkane | Ether | Haloalkane | Sulfide,Alkane | Amide | Amine | Arene | Haloalkane | Sulfonamide,Ether | Sulfide,Amide | Amine | Arene | Sulfonamide,Ether=0.1775 | Sulfide=0.0053,Amide=0.8785 | Amine=0.9994 | Arene=0.3262 | Sulfonamide=0.9910
732226,3,3,6,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Haloalkane | Phenol,Alcohol | Alkane | Amine | Arene | Ester | Ether | Nitrile,Carboxylic acid | Haloalkane | Phenol,Ester | Ether | Nitrile,Carboxylic acid=0.0000 | Haloalkane=0.1609 | Phenol=0.8325,Ester=0.9089 | Ether=0.9963 | Nitrile=0.9065
255544,3,3,6,Alcohol | Alkane | Amine | Arene | Ester | Ether | Phenol,Alcohol | Alkane | Amide | Amine | Arene | Haloalkane | Sulfide,Ester | Ether | Phenol,Amide | Haloalkane | Sulfide,Ester=0.0000 | Ether=0.2861 | Phenol=0.0005,Amide=0.9929 | Haloalkane=0.7190 | Sulfide=0.6744
272513,2,4,6,Alkane | Ketone | Sulfone,Alkane | Amine | Arene | Ether | Sulfonamide,Ketone | Sulfone,Amine | Arene | Ether | Sulfonamide,Ketone=0.0000 | Sulfone=0.4032,Amine=1.0000 | Arene=0.5525 | Ether=0.5140 | Sulfonamide=0.9726
480167,3,3,6,Alkane | Amide | Arene | Ester | Ether | Haloalkane,Alkane | Alkene | Amine | Arene | Ether | Sulfide,Amide | Ester | Haloalkane,Alkene | Amine | Sulfide,Amide=0.0065 | Ester=0.0668 | Haloalkane=0.1790,Alkene=0.8621 | Amine=0.9624 | Sulfide=0.7958
253921,1,5,6,Alkane | Amide | Amine | Arene,Alkane | Alkene | Amine | Arene | Enamine | Ether | Ketone | Sulfide,Amide,Alkene | Enamine | Ether | Ketone | Sulfide,Amide=0.1885,Alkene=0.9960 | Enamine=0.9926 | Ether=0.4876 | Ketone=0.9718 | Sulfide=0.8545
592870,3,3,6,Alcohol | Alkane | Amide | Arene | Ether | Haloalkane | Imine,Alcohol | Alkane | Alkene | Amide | Arene | Ketone | Sulfide,Ether | Haloalkane | Imine,Alkene | Ketone | Sulfide,Ether=0.1415 | Haloalkane=0.3468 | Imine=0.0000,Alkene=0.9999 | Ketone=0.7219 | Sulfide=0.9997
5812,3,3,6,Alcohol | Alkane | Amine | Arene | Haloalkane | Sulfide | Sulfonamide,Alcohol | Alkane | Amide | Arene | Haloalkane | Sulfonate | Sulfone,Amine | Sulfide | Sulfonamide,Amide | Sulfonate | Sulfone,Amine=0.0202 | Sulfide=0.0000 | Sulfonamide=0.0315,Amide=0.9960 | Sulfonate=0.8299 | Sulfone=0.9797
570617,0,6,6,Alkane | Amine | Haloalkane | Nitrile,Alkane | Alkene | Amide | Amine | Arene | Enamine | Haloalkane | Ketone | Nitrile | Sulfide,,Alkene | Amide | Arene | Enamine | Ketone | Sulfide,,Alkene=1.0000 | Amide=0.8605 | Arene=0.4807 | Enamine=0.9993 | Ketone=0.8195 | Sulfide=0.7945
440111,4,2,6,Alkane | Alkene | Arene | Haloalkane | Ketone,Alkane | Amine | Sulfide,Alkene | Arene | Haloalkane | Ketone,Amine | Sulfide,Alkene=0.0000 | Arene=0.1030 | Haloalkane=0.2692 | Ketone=0.0000,Amine=0.9902 | Sulfide=1.0000
164008,3,3,6,Alkane | Alkene | Amine | Arene | Enamine | Sulfide,Alkane | Amide | Arene | Ether | Haloalkane | Sulfide,Alkene | Amine | Enamine,Amide | Ether | Haloalkane,Alkene=0.6510 | Amine=0.1156 | Enamine=0.0000,Amide=0.9385 | Ether=0.3334 | Haloalkane=0.7960
247753,1,5,6,Alkane | Arene | Ester | Ether | Sulfide | Sulfone,Alcohol | Alkane | Alkene | Amine | Arene | Ester | Ether | Haloalkane | Phenol | Sulfide,Sulfone,Alcohol | Alkene | Amine | Haloalkane | Phenol,Sulfone=0.0002,Alcohol=0.9955 | Alkene=0.9984 | Amine=0.9991 | Haloalkane=0.4493 | Phenol=0.9763
346478,1,5,6,Aldehyde | Amide | Sulfide,Alkane | Alkene | Amide | Amine | Arene | Haloalkane | Sulfide,Aldehyde,Alkane | Alkene | Amine | Arene | Haloalkane,Aldehyde=0.0000,Alkane=0.2809 | Alkene=0.9947 | Amine=0.6357 | Arene=0.3659 | Haloalkane=0.8353
368321,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether | Haloalkane | Thioamide,Alkane | Amide | Arene | Ester | Ether | Haloalkane | Ketone | Sulfide,Alkene | Amine | Enamine | Thioamide,Ketone | Sulfide,Alkene=0.0217 | Amine=0.1261 | Enamine=0.0129 | Thioamide=0.0005,Ketone=0.6238 | Sulfide=0.6669
295266,2,4,6,Amide | Isothiocyanate | Sulfide,Alcohol | Amine | Arene | Haloalkane | Sulfide,Amide | Isothiocyanate,Alcohol | Amine | Arene | Haloalkane,Amide=0.0000 | Isothiocyanate=0.0000,Alcohol=0.6894 | Amine=0.7663 | Arene=0.3520 | Haloalkane=0.9937
15760,4,2,6,Alcohol | Alkane | Alkene | Amide | Amine | Enamine | Haloalkane | Hydrazine,Alcohol | Alkane | Amide | Arene | Haloalkane | Sulfonamide,Alkene | Amine | Enamine | Hydrazine,Arene | Sulfonamide,Alkene=0.6935 | Amine=0.1162 | Enamine=0.0208 | Hydrazine=0.0000,Arene=0.2802 | Sulfonamide=0.9660
222950,4,2,6,Alkane | Amide | Arene | Carbamate | Ether | Haloalkane | Imide | Ketone,Alkane | Arene | Ester | Ether | Haloalkane | Sulfide,Amide | Carbamate | Imide | Ketone,Ester | Sulfide,Amide=0.1431 | Carbamate=0.1311 | Imide=0.0000 | Ketone=0.0000,Ester=0.9997 | Sulfide=0.5013
403196,3,3,6,Alkane | Arene | Ether | Haloalkane | Sulfide | Sulfonamide,Alkane | Amide | Arene | Haloalkane | Sulfonate | Sulfone,Ether | Sulfide | Sulfonamide,Amide | Sulfonate | Sulfone,Ether=0.2212 | Sulfide=0.2717 | Sulfonamide=0.0239,Amide=0.9999 | Sulfonate=0.9292 | Sulfone=0.9972
444122,6,0,6,Alcohol | Alkane | Alkene | Amine | Arene | Azo compound | Carboxylic acid | Enamine | Haloalkane | Imine,Alcohol | Arene | Carboxylic acid | Haloalkane,Alkane | Alkene | Amine | Azo compound | Enamine | Imine,,Alkane=0.0540 | Alkene=0.0000 | Amine=0.0004 | Azo compound=0.0000 | Enamine=0.0000 | Imine=0.0000,
38627,2,4,6,Alkane | Arene | Sulfide,Alkane | Amine | Ester | Ether | Ketone,Arene | Sulfide,Amine | Ester | Ether | Ketone,Arene=0.1025 | Sulfide=0.0013,Amine=0.7905 | Ester=0.9078 | Ether=0.8722 | Ketone=0.6540
78981,5,1,6,Alcohol | Alkane | Alkene | Ester | Ether | Phenol,Alkane | Haloalkane,Alcohol | Alkene | Ester | Ether | Phenol,Haloalkane,Alcohol=0.2649 | Alkene=0.7253 | Ester=0.0000 | Ether=0.0937 | Phenol=0.0000,Haloalkane=0.5565
742051,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether | Haloalkane | Sulfide,Alkane | Alkene | Amide | Amine | Sulfide,Arene | Enamine | Ester | Ether | Haloalkane,Amide,Arene=0.0812 | Enamine=0.0174 | Ester=0.0008 | Ether=0.2668 | Haloalkane=0.0724,Amide=0.9990
187582,3,3,6,Alkane | Alkene | Amine | Enamine | Nitrile | Sulfide,Alkane | Alkene | Arene | Ether | Ketone | Sulfide,Amine | Enamine | Nitrile,Arene | Ether | Ketone,Amine=0.0708 | Enamine=0.0249 | Nitrile=0.0000,Arene=0.2018 | Ether=0.5022 | Ketone=0.9965
408646,4,2,6,Alkane | Alkene | Amide | Arene | Carbamate | Ether | Sulfide,Alkane | Amide | Arene | Haloalkane | Imine,Alkene | Carbamate | Ether | Sulfide,Haloalkane | Imine,Alkene=0.0000 | Carbamate=0.0000 | Ether=0.1686 | Sulfide=0.0046,Haloalkane=0.7142 | Imine=0.5411
129497,2,4,6,Alkane | Amine | Arene | Ether | Sulfide,Alkane | Alkene | Amide | Amine | Arene | Haloalkane | Ketone,Ether | Sulfide,Alkene | Amide | Haloalkane | Ketone,Ether=0.2676 | Sulfide=0.0340,Alkene=0.9976 | Amide=0.9254 | Haloalkane=0.5796 | Ketone=0.9952
508628,6,0,6,Alkane | Alkene | Amine | Enamine | Ether | Haloalkane | Hydrazine | Sulfide,Alkane | Haloalkane,Alkene | Amine | Enamine | Ether | Hydrazine | Sulfide,,Alkene=0.0000 | Amine=0.0806 | Enamine=0.0000 | Ether=0.1166 | Hydrazine=0.0750 | Sulfide=0.0001,
239410,3,3,6,Alkane | Amide | Amine | Hydrazine | Thioamide,Alkane | Amide | Arene | Ether | Haloalkane,Amine | Hydrazine | Thioamide,Arene | Ether | Haloalkane,Amine=0.0287 | Hydrazine=0.0079 | Thioamide=0.0097,Arene=0.3668 | Ether=0.3394 | Haloalkane=0.6793
306068,4,2,6,Alkane | Alkene | Amine | Enamine | Haloalkane | Hydrazine,Alkane | Amide | Amine | Sulfide,Alkene | Enamine | Haloalkane | Hydrazine,Amide | Sulfide,Alkene=0.0000 | Enamine=0.0000 | Haloalkane=0.0887 | Hydrazine=0.0000,Amide=0.9898 | Sulfide=0.9998
421482,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Haloalkane | Imide,Alcohol | Alkane | Arene | Ether | Haloalkane | Sulfide,Alkene | Amide | Enol | Imide,Ether | Sulfide,Alkene=0.0000 | Amide=0.5390 | Enol=0.0000 | Imide=0.0041,Ether=0.3118 | Sulfide=0.9882
678640,2,4,6,Alkane | Amide | Carbamate | Ether | Imide | Sulfide,Alcohol | Alkane | Alkene | Amide | Arene | Ether | Haloalkane | Sulfide,Carbamate | Imide,Alcohol | Alkene | Arene | Haloalkane,Carbamate=0.0003 | Imide=0.0000,Alcohol=0.3038 | Alkene=0.9848 | Arene=0.3652 | Haloalkane=0.6205
124520,4,2,6,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Carboxylic acid | Enamine | Ether,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Haloalkane | Sulfide,Alkene | Amine | Enamine | Ether,Haloalkane | Sulfide,Alkene=0.4932 | Amine=0.0204 | Enamine=0.0000 | Ether=0.1487,Haloalkane=0.7558 | Sulfide=0.9986
146972,3,3,6,Alcohol | Alkane | Alkene | Arene | Enol | Ester | Ether | Imine | Sulfide,Alcohol | Alkane | Alkene | Amine | Arene | Enol | Ether | Haloalkane | Ketone,Ester | Imine | Sulfide,Amine | Haloalkane | Ketone,Ester=0.2244 | Imine=0.0000 | Sulfide=0.0553,Amine=0.8047 | Haloalkane=0.4287 | Ketone=0.8542
524268,2,4,6,Alkane | Amine | Ketone | Sulfonamide,Alkane | Amide | Amine | Arene | Ester | Ether,Ketone | Sulfonamide,Amide | Arene | Ester | Ether,Ketone=0.0000 | Sulfonamide=0.1168,Amide=1.0000 | Arene=0.8158 | Ester=0.7871 | Ether=0.9365
171295,2,4,6,Alkane | Amide | Amine | Sulfide,Alkane | Amine | Arene | Ether | Haloalkane | Hydrazone,Amide | Sulfide,Arene | Ether | Haloalkane | Hydrazone,Amide=0.0761 | Sulfide=0.0375,Arene=0.3022 | Ether=0.3151 | Haloalkane=0.5425 | Hydrazone=0.6758
94347,4,2,6,Aldehyde | Alkane | Amide | Arene | Haloalkane | Sulfide,Alkane | Arene | Carbamate | Ether,Aldehyde | Amide | Haloalkane | Sulfide,Carbamate | Ether,Aldehyde=0.0000 | Amide=0.0111 | Haloalkane=0.2630 | Sulfide=0.1152,Carbamate=0.9030 | Ether=0.9942
32468,3,3,6,Alkane | Amine | Arene | Ether | Ketone | Sulfide,Alkane | Amide | Arene | Ester | Ether | Haloalkane,Amine | Ketone | Sulfide,Amide | Ester | Haloalkane,Amine=0.0014 | Ketone=0.0000 | Sulfide=0.0024,Amide=0.7249 | Ester=0.9989 | Haloalkane=0.8375
595878,1,5,6,Alkane | Amide | Arene,Alcohol | Alkane | Arene | Ether | Haloalkane | Ketone | Phenol,Amide,Alcohol | Ether | Haloalkane | Ketone | Phenol,Amide=0.0000,Alcohol=0.9995 | Ether=0.7186 | Haloalkane=0.9146 | Ketone=0.8269 | Phenol=1.0000
546879,3,3,6,Alkane | Alkene | Amine | Enamine | Ether | Hydrazine,Alkane | Amide | Arene | Ether | Hydrazine | Sulfide,Alkene | Amine | Enamine,Amide | Arene | Sulfide,Alkene=0.0030 | Amine=0.0237 | Enamine=0.0000,Amide=0.9880 | Arene=0.9313 | Sulfide=0.9996
439327,3,3,6,Alkane | Alkene | Amine | Carbamate | Ether | Sulfide,Alkane | Amide | Amine | Arene | Ether | Ketone,Alkene | Carbamate | Sulfide,Amide | Arene | Ketone,Alkene=0.0000 | Carbamate=0.0000 | Sulfide=0.1086,Amide=0.7426 | Arene=0.9996 | Ketone=0.7937
626378,1,5,6,Alkane | Nitrile | Sulfide,Alcohol | Alkane | Amide | Amine | Arene | Ether | Sulfide,Nitrile,Alcohol | Amide | Amine | Arene | Ether,Nitrile=0.0000,Alcohol=0.5904 | Amide=0.9981 | Amine=0.9934 | Arene=0.9627 | Ether=0.6953
174191,5,1,6,Alcohol | Alkane | Alkene | Amide | Amine | Arene | Enamine | Enol | Sulfonamide,Alcohol | Alkane | Amide | Arene | Haloalkane,Alkene | Amine | Enamine | Enol | Sulfonamide,Haloalkane,Alkene=0.0000 | Amine=0.0247 | Enamine=0.0000 | Enol=0.0000 | Sulfonamide=0.0005,Haloalkane=0.9828
776294,3,3,6,Alkane | Alkene | Amine | Enamine | Imine,Alkane | Amine | Arene | Ether | Sulfide,Alkene | Enamine | Imine,Arene | Ether | Sulfide,Alkene=0.0003 | Enamine=0.0001 | Imine=0.0000,Arene=0.9009 | Ether=0.9306 | Sulfide=0.9960
718324,3,3,6,Alcohol | Alkane | Amide | Amine | Haloalkane,Alkane | Amine | Arene | Ester | Ether,Alcohol | Amide | Haloalkane,Arene | Ester | Ether,Alcohol=0.0000 | Amide=0.0000 | Haloalkane=0.1565,Arene=0.3617 | Ester=0.9706 | Ether=0.9850
787315,2,4,6,Alkane | Amine | Haloalkane | Hydrazone | Nitrile,Alkane | Alkene | Amide | Amine | Enamine | Nitrile | Sulfone,Haloalkane | Hydrazone,Alkene | Amide | Enamine | Sulfone,Haloalkane=0.2395 | Hydrazone=0.0000,Alkene=0.9926 | Amide=0.9995 | Enamine=0.9023 | Sulfone=0.8540
173281,6,0,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ether | Haloalkane | Ketone,Alkane | Amide | Arene,Alkene | Amine | Enamine | Ether | Haloalkane | Ketone,,Alkene=0.0000 | Amine=0.0752 | Enamine=0.0000 | Ether=0.2427 | Haloalkane=0.1313 | Ketone=0.4327,
182273,2,4,6,Alcohol | Alkane | Arene | Haloalkane,Alcohol | Alkane | Alkene | Carboxylic acid | Ether | Sulfone,Arene | Haloalkane,Alkene | Carboxylic acid | Ether | Sulfone,Arene=0.1461 | Haloalkane=0.3413,Alkene=0.9195 | Carboxylic acid=0.9988 | Ether=0.7279 | Sulfone=0.9326
131237,4,2,6,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Sulfoxide,Alkane | Amide | Arene | Haloalkane | Ketone,Amine | Ester | Ether | Sulfoxide,Amide | Ketone,Amine=0.5242 | Ester=0.0000 | Ether=0.2644 | Sulfoxide=0.0157,Amide=0.9907 | Ketone=0.9120
142447,4,2,6,Alkane | Arene | Ether | Haloalkane | Sulfoxide,Alkane | Amine | Sulfide,Arene | Ether | Haloalkane | Sulfoxide,Amine | Sulfide,Arene=0.0757 | Ether=0.1787 | Haloalkane=0.3002 | Sulfoxide=0.0000,Amine=1.0000 | Sulfide=0.4819
