searched_formula,selected,test_index,case_type,true_labels,predicted_binary_labels,source_file,source_row,global_index,formula,smiles
C17H19NO2,0,20467,correct,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Alkane; Arene; Carboxylic acid,aligned_chunk_110.parquet,2637,48118,C17H19NO2,CCCCCc1ccc(-c2ccc(C(=O)O)cc2)nc1
C17H19NO2,0,36734,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid,Alcohol; Amine; Arene; Carboxylic acid,aligned_chunk_111.parquet,2228,50967,C17H19NO2,CCCCc1ccc(Nc2ccc(C(=O)O)cc2)cc1
C17H19NO2,0,49888,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_91.parquet,488,765630,C17H19NO2,Cc1cccnc1-c1cccc(C(=O)OC(C)(C)C)c1
C17H19NO2,0,51794,correct,Alkane; Arene; Carbamate; Ether,Alkane; Arene; Carbamate; Ether,aligned_chunk_94.parquet,1319,776236,C17H19NO2,CCOC(=O)NC(Cc1ccccc1)c1ccccc1
C17H19NO2,0,51951,false negative,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene,aligned_chunk_82.parquet,2154,734817,C17H19NO2,CNCC1Cc2cccc(-c3cccc(OC)c3)c2O1
C17H19NO2,1,63012,false negative,Alkane; Arene; Ether; Ketone,Alkane,aligned_chunk_144.parquet,1925,167332,C17H19NO2,Cc1cc(C)c(C(=O)COc2ccc(C)nc2)c(C)c1
C17H19NO2,0,66270,correct,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether,aligned_chunk_176.parquet,2873,282345,C17H19NO2,CCOC(=O)CNC(c1ccccc1)c1ccccc1
C17H19NO2,0,68614,correct,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether,aligned_chunk_89.parquet,2611,758005,C17H19NO2,COc1ccc(N2CCc3cc(OC)ccc3C2)cc1
C17H19NO2,0,75923,correct,Alkane; Amide; Arene; Ether,Alkane; Amide; Arene; Ether,aligned_chunk_148.parquet,404,178937,C17H19NO2,CC(=O)Nc1cc(C)c(C)cc1OCc1ccccc1
C17H19NO2,0,75984,false positive,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether; Ketone; Sulfide,aligned_chunk_154.parquet,2283,203424,C17H19NO2,Cc1cnccc1-c1cccc(C(=O)OC(C)(C)C)c1
C14H16O2,0,5570,false positive,Alkane; Alkyne; Arene; Ester; Ether,Alkane; Alkene; Alkyne; Arene; Ester; Ether,aligned_chunk_203.parquet,219,379966,C14H16O2,C#Cc1ccc(C(=O)OC(C)(C)C)c(C)c1
C14H16O2,0,8591,false positive,Alkane; Alkyne; Arene; Ether,Alkane; Alkyne; Arene; Ether; Haloalkane,aligned_chunk_237.parquet,3118,502760,C14H16O2,C#Cc1ccc([C@@H]2OC(C)(C)O[C@@H]2C)cc1
C14H16O2,1,9142,mixed error,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Alkene; Amine; Arene; Carboxylic acid,aligned_chunk_233.parquet,1350,488114,C14H16O2,O=C(O)[C@@H]1CC2(CC2)C[C@H]1c1ccccc1
C14H16O2,0,12202,mixed error,Aldehyde; Alkane; Alkene; Arene; Ether,Alkane; Alkene; Amine; Arene; Ether; Haloalkane,aligned_chunk_106.parquet,550,29763,C14H16O2,COc1ccc(C=O)cc1C=C1CCCC1
C14H16O2,0,14299,mixed error,Alkane; Alkene; Arene; Ether; Ketone,Alkane; Arene; Ester; Ether; Haloalkane; Ketone,aligned_chunk_102.parquet,671,16854,C14H16O2,CCCC=C1Cc2cc(OC)ccc2C1=O
C14H16O2,0,18249,false positive,Alkane; Arene; Ether,Alkane; Alkene; Arene; Ether,aligned_chunk_203.parquet,695,380442,C14H16O2,COc1ccc2c(OC(C)C)cccc2c1
C14H16O2,0,18983,mixed error,Alcohol; Alkane; Arene; Ether; Phenol,Alcohol; Alkane; Arene; Ether; Haloalkane,aligned_chunk_134.parquet,3214,133042,C14H16O2,COc1ccc2c(O)c(C(C)C)ccc2c1
C14H16O2,0,22211,false negative,Alcohol; Alkane; Alkene; Arene; Carboxylic acid,Alcohol; Alkane; Arene; Carboxylic acid,aligned_chunk_52.parquet,595,626687,C14H16O2,Cc1cc(C(=O)O)ccc1C1=CCCCC1
C14H16O2,0,32128,false positive,Alcohol; Alkane; Arene,Alcohol; Alkane; Amine; Arene,aligned_chunk_206.parquet,839,390314,C14H16O2,OC(CCCc1ccccc1)c1ccoc1
C14H16O2,0,39138,false positive,Alkane; Arene; Ketone,Alkane; Arene; Ester; Ether; Ketone,aligned_chunk_117.parquet,663,68827,C14H16O2,O=C1CCCCC(=O)C1Cc1ccccc1
C14H16O2,0,41781,false positive,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Alkane; Amine; Arene; Carboxylic acid,aligned_chunk_80.parquet,1450,727610,C14H16O2,O=C(O)c1cc2c3c(c1)CCCC3CCC2
C14H16O2,0,42012,false negative,Alkane; Arene; Ether; Ketone,Alkane; Arene; Ether,aligned_chunk_237.parquet,3236,502878,C14H16O2,O=C1CCc2ccc(OC3CCCC3)cc21
C14H16O2,0,43152,false positive,Alcohol; Alkane; Arene,Alcohol; Alkane; Arene; Haloalkane; Sulfide,aligned_chunk_125.parquet,900,98297,C14H16O2,CCC(O)c1cc2ccccc2cc1CO
C14H16O2,0,64104,correct,Alcohol; Alkane; Arene; Ether,Alcohol; Alkane; Arene; Ether,aligned_chunk_141.parquet,89,155740,C14H16O2,COCCc1cc(CO)c2ccccc2c1
C18H20O2,0,15287,mixed error,Alcohol; Alkane; Alkene; Arene; Ether,Alcohol; Alkane; Arene; Ester; Ether,aligned_chunk_72.parquet,1474,698615,C18H20O2,Cc1cccc(C(=CCOCCO)c2ccccc2)c1
C18H20O2,0,18984,mixed error,Alcohol; Alkane; Alkene; Arene,Alcohol; Alkane; Arene; Ketone,aligned_chunk_126.parquet,833,101492,C18H20O2,OCCc1cccc(C=Cc2ccccc2)c1CCO
C18H20O2,1,20595,mixed error,Alcohol; Alkane; Alkene; Arene; Ether; Phenol,Alcohol; Arene; Haloalkane; Phenol,aligned_chunk_220.parquet,1397,442743,C18H20O2,C=CCOc1ccc(C(C)(C)c2ccc(O)cc2)cc1
C18H20O2,0,32257,correct,Alcohol; Alkane; Arene; Ketone,Alcohol; Alkane; Arene; Ketone,aligned_chunk_111.parquet,2217,50956,C18H20O2,CCCCc1ccc(C(O)C(=O)c2ccccc2)cc1
C18H20O2,0,37654,correct,Alkane; Alkene; Arene; Ether,Alkane; Alkene; Arene; Ether,aligned_chunk_196.parquet,243,350979,C18H20O2,C=CCCCOc1cccc(OCc2ccccc2)c1
C18H20O2,0,57850,false positive,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Alkane; Arene; Carboxylic acid; Ether; Sulfide,aligned_chunk_101.parquet,759,13727,C18H20O2,Cc1cccc(C(=O)O)c1-c1ccc(C(C)(C)C)cc1
C18H20O2,0,66741,false positive,Aldehyde; Alkane; Arene; Ether,Aldehyde; Alkane; Arene; Ether; Haloalkane,aligned_chunk_11.parquet,1683,43894,C18H20O2,Cc1ccccc1CC(CC=O)OCc1ccccc1
C18H20O2,0,69978,false positive,Alkane; Alkene; Arene; Ketone,Alkane; Alkene; Arene; Ester; Ether; Ketone,aligned_chunk_14.parquet,2208,151452,C18H20O2,CC12CCC(=O)C=C1CCC(Cc1ccccc1)C2=O
C18H20O2,0,75004,mixed error,Alcohol; Alkane; Alkene; Arene; Ether,Alcohol; Alkane; Alkene; Arene; Sulfide,aligned_chunk_177.parquet,3184,285910,C18H20O2,Cc1ccccc1C(=CCOCCO)c1ccccc1
C18H20O2,0,79285,false positive,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether; Ketone,aligned_chunk_3.parquet,2132,547243,C18H20O2,CCOC(=O)CCCc1ccc(-c2ccccc2)cc1
C25H34N2O,1,38615,mixed error,Alkane; Arene; Ether; Nitrile,Alkane; Arene; Haloalkane; Nitrile; Sulfide,aligned_chunk_3.parquet,2812,547923,C25H34N2O,CCCCCc1ccc(OCC23CCC(CCC)(CC2)CC3)c(C#N)c1C#N
C25H34N2O,0,79294,false positive,Aldehyde; Alkane; Amine; Arene,Aldehyde; Alkane; Amine; Arene; Ether; Haloalkane,aligned_chunk_180.parquet,1724,297345,C25H34N2O,CN(C)c1ccc(C=O)cc1-c1cc2c(cc1N(C)C)C(C)(C)CCC2(C)C
C12H14O4,0,3456,correct,Alcohol; Alkane; Alkene; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Alkene; Arene; Carboxylic acid; Ether,aligned_chunk_188.parquet,1273,322903,C12H14O4,COc1cc(C=CCC(=O)O)cc(OC)c1
C12H14O4,0,4781,correct,Alcohol; Alkane; Alkene; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Alkene; Arene; Ester; Ether; Phenol,aligned_chunk_151.parquet,33,191436,C12H14O4,C=CCOc1cc(O)c(C)c(C(=O)OC)c1
C12H14O4,0,6761,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_166.parquet,1528,245088,C12H14O4,COC(=O)c1ccc(OC2COC2)c(C)c1
C12H14O4,0,8627,false positive,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether,aligned_chunk_108.parquet,2487,38219,C12H14O4,CCc1cc(C(=O)O)c(C(=O)O)cc1CC
C12H14O4,0,9948,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_200.parquet,2262,372323,C12H14O4,COC(=O)c1ccc(COC(C)=O)c(C)c1
C12H14O4,0,11915,correct,Alkane; Arene; Ester; Ether; Ketone,Alkane; Arene; Ester; Ether; Ketone,aligned_chunk_113.parquet,1338,56540,C12H14O4,COC(=O)COc1ccc(C(C)=O)cc1C
C12H14O4,0,13945,false positive,Alkane; Alkene; Arene; Ester; Ether,Alkane; Alkene; Arene; Ester; Ether; Haloalkane,aligned_chunk_16.parquet,2430,223078,C12H14O4,C=CCOc1ccc(OC)cc1C(=O)OC
C12H14O4,0,15278,false positive,Alcohol; Alkane; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Alkene; Arene; Carboxylic acid; Ether,aligned_chunk_197.parquet,681,354618,C12H14O4,O=C(O)c1ccc(OCC2CCOC2)cc1
C12H14O4,0,15481,correct,Alkane; Alkene; Arene; Ether,Alkane; Alkene; Arene; Ether,aligned_chunk_27.parquet,433,535684,C12H14O4,C=CCc1cc(OC)c2c(c1OC)OCO2
C12H14O4,0,16041,mixed error,Alcohol; Alkane; Arene; Carboxylic acid; Ether; Ketone,Alcohol; Arene; Carboxylic acid; Sulfide,aligned_chunk_243.parquet,259,522568,C12H14O4,CCC(C(=O)O)C(=O)c1ccccc1OC
C12H14O4,0,17518,correct,Alcohol; Alkane; Arene; Ester; Ether; Ketone; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Ketone; Phenol,aligned_chunk_209.parquet,2750,401911,C12H14O4,COC(=O)CC(C)C(=O)c1ccccc1O
C12H14O4,0,17762,correct,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether,aligned_chunk_174.parquet,445,273403,C12H14O4,COC(=O)c1ccc(C(C)CC(=O)O)cc1
C12H14O4,0,19611,correct,Alcohol; Alkane; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Arene; Carboxylic acid; Ether,aligned_chunk_156.parquet,1492,209054,C12H14O4,COc1cc(OCC2CC2)ccc1C(=O)O
C12H14O4,0,20077,mixed error,Alkane; Arene; Ester; Ether,Alkane; Amide; Amine; Arene; Ether,aligned_chunk_244.parquet,1614,527159,C12H14O4,COc1ccccc1OC(=O)C1CCCO1
C12H14O4,0,21218,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_60.parquet,955,656184,C12H14O4,CCOC(=O)c1cccc(C(=O)OCC)c1
C12H14O4,0,24877,false negative,Alcohol; Alkane; Arene; Ester; Ether; Ketone; Phenol,Alcohol; Alkane; Arene; Ether; Ketone; Phenol,aligned_chunk_120.parquet,2204,83372,C12H14O4,COC(=O)CCC(=O)c1cc(C)ccc1O
C12H14O4,0,27181,false negative,Alcohol; Alkane; Arene; Ester; Ether; Ketone; Phenol,Alcohol; Alkane; Ester; Ether; Phenol,aligned_chunk_144.parquet,956,166363,C12H14O4,CCOC(=O)c1cccc(C(=O)CC)c1O
C12H14O4,0,50121,correct,Alkane; Arene; Ester; Ether; Ketone,Alkane; Arene; Ester; Ether; Ketone,aligned_chunk_175.parquet,2253,278476,C12H14O4,COc1ccc(COC(=O)CC(C)=O)cc1
C12H14O4,0,50531,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_160.parquet,601,224525,C12H14O4,CCOC(=O)C1CCc2cc(O)ccc2O1
C12H14O4,0,51221,false positive,Alkane; Arene; Ester; Ether,Alkane; Alkene; Arene; Ester; Ether,aligned_chunk_164.parquet,1835,238821,C12H14O4,COC(=O)c1cc(C)c(C)cc1C(=O)OC
C12H14O4,0,54627,mixed error,Alcohol; Alkane; Alkene; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Alkene; Arene; Carboxylic acid; Sulfide,aligned_chunk_42.parquet,2162,592795,C12H14O4,C=C(Cc1ccc(OC)c(OC)c1)C(=O)O
C12H14O4,0,62175,mixed error,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether,Alcohol; Alkane; Arene; Carboxylic acid; Sulfide,aligned_chunk_114.parquet,1581,60042,C12H14O4,CCOC(=O)CCc1cccc(C(=O)O)c1
C12H14O4,0,64896,false negative,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether,Alcohol; Alkane; Arene; Carboxylic acid,aligned_chunk_173.parquet,955,270680,C12H14O4,CCOC(=O)CCc1ccc(C(=O)O)cc1
C12H14O4,0,65577,false positive,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether,aligned_chunk_203.parquet,1934,381681,C12H14O4,CC(C)(C)c1cc(C(=O)O)cc(C(=O)O)c1
C12H14O4,0,67174,correct,Alkane; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_97.parquet,262,784899,C12H14O4,CC(=O)OCCc1ccc(OC(C)=O)cc1
C12H14O4,0,68959,correct,Alkane; Arene; Ester; Ether; Ketone,Alkane; Arene; Ester; Ether; Ketone,aligned_chunk_214.parquet,56,418699,C12H14O4,COC(=O)COc1ccc(CC(C)=O)cc1
C12H14O4,0,68975,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_178.parquet,1352,287309,C12H14O4,COC(=O)CC1COc2cc(O)c(C)cc21
C12H14O4,1,69309,mixed error,Alcohol; Alkane; Alkene; Arene; Ester; Ether,Alcohol; Alkane; Alkene; Amine; Enamine; Ketone,aligned_chunk_78.parquet,1608,718089,C12H14O4,O=C(C=CC(O)CO)OCc1ccccc1
C12H14O4,0,70062,mixed error,Alcohol; Aldehyde; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Aldehyde; Alkane; Arene; Ketone; Phenol,aligned_chunk_15.parquet,494,185485,C12H14O4,CC(C)(C)C(=O)Oc1cccc(C=O)c1O
C12H14O4,0,70796,mixed error,Alcohol; Aldehyde; Alkane; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Amide; Arene; Carboxylic acid; Ether,aligned_chunk_99.parquet,2276,793413,C12H14O4,COc1ccc(C(CC=O)C(=O)O)cc1C
C12H14O4,0,75692,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_67.parquet,511,678252,C12H14O4,CCC1(C(=O)OC)Cc2cc(O)ccc2O1
C12H14O4,0,77268,false positive,Alcohol; Alkane; Arene; Carboxylic acid; Ether; Ketone,Alcohol; Alkane; Arene; Carboxylic acid; Ester; Ether; Ketone,aligned_chunk_108.parquet,2547,38279,C12H14O4,COc1ccc(C(=O)CCC(=O)O)cc1C
C12H14O4,0,77641,mixed error,Alkane; Ether; Ketone,Alkane; Haloalkane,aligned_chunk_138.parquet,450,143196,C12H14O4,Cc1cc2c(c(=O)o1)C(=O)CC(C(C)C)O2
C11H12ClN,1,73069,correct,Alkane; Arene; Haloalkane; Nitrile,Alkane; Arene; Haloalkane; Nitrile,aligned_chunk_130.parquet,627,117553,C11H12ClN,CCCCc1ccc(C#N)c(Cl)c1
C22H24F2N4O4S,0,2479,correct,Alkane; Carbamate; Ether; Haloalkane,Alkane; Carbamate; Ether; Haloalkane,aligned_chunk_141.parquet,2898,158549,C22H24F2N4O4S,Cc1cccnc1S(=O)(=O)n1cc(CN(C)C(=O)OC(C)(C)C)c(F)c1-c1cccnc1F
C22H24F2N4O4S,1,17676,false negative,Alkane; Arene; Carbamate; Ether; Haloalkane; Sulfone,Alkane; Carbamate; Ether; Haloalkane; Sulfone,aligned_chunk_200.parquet,2401,372462,C22H24F2N4O4S,Cc1ccc(S(=O)(=O)c2cc(CN(C)C(=O)OC(C)(C)C)nn2-c2cccc(F)c2F)cn1
C25H34N4O2,0,21630,correct,Alkane; Amine; Arene; Carbamate; Ether,Alkane; Amine; Arene; Carbamate; Ether,aligned_chunk_202.parquet,2780,379284,C25H34N4O2,CCCCCCCNC(=O)Oc1ccc2c(c1)c(C)cn2N(CCC)c1ccncc1
C25H34N4O2,1,25729,false negative,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Ester; Ether,aligned_chunk_155.parquet,1486,205861,C25H34N4O2,CCOC(=O)c1c(C)nc2c(-c3c(C)cc(C)cc3C)c(C)nn2c1NC(CC)CC
C18H19NO6S,1,72002,mixed error,Alkane; Arene; Ether; Isocyanate; Sulfone,Alkane; Arene; Isocyanate; Sulfonamide; Sulfone,aligned_chunk_108.parquet,2422,38154,C18H19NO6S,COc1cc(C(N=C=O)S(=O)(=O)c2ccc(C)cc2)cc(OC)c1OC
C15H14N2O2,1,11653,mixed error,Alcohol; Alkane; Alkene; Arene; Enol; Ketone,Alcohol; Alkane; Alkene; Arene; Ester; Ether; Haloalkane; Phenol,aligned_chunk_97.parquet,1272,785909,C15H14N2O2,O=C1C(=CO)CCc2c1cnn2Cc1ccccc1
C15H14N2O2,0,13486,false positive,Alkane; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether; Haloalkane,aligned_chunk_127.parquet,433,104378,C15H14N2O2,CCOC(=O)c1ccc2c(c1)[nH]c1ncc(C)cc12
C15H14N2O2,0,15156,false positive,Alcohol; Alkane; Alkyne; Ether,Alcohol; Alkane; Alkyne; Amine; Ether,aligned_chunk_125.parquet,2466,99863,C15H14N2O2,COc1cc(C)nc(-c2cccc(C#CCO)n2)c1
C15H14N2O2,0,31481,false negative,Alcohol; Alkane; Arene; Ether; Phenol,Alcohol; Arene; Phenol,aligned_chunk_241.parquet,2351,518175,C15H14N2O2,COc1cccc2cc(-n3nc(O)cc3C)ccc12
C15H14N2O2,0,35343,false negative,Alcohol; Alkane; Arene; Carboxylic acid,Alcohol; Arene; Carboxylic acid,aligned_chunk_16.parquet,664,221312,C15H14N2O2,CC(C)n1c2ccccc2c2cc(C(=O)O)ncc21
C15H14N2O2,0,41605,false positive,Alkane; Amide; Arene; Ether,Alkane; Amide; Amine; Arene; Ester; Ether,aligned_chunk_188.parquet,832,322462,C15H14N2O2,O=C1NCCc2ncc(OCc3ccccc3)cc21
C15H14N2O2,0,57534,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid,Alcohol; Amine; Arene; Carboxylic acid,aligned_chunk_70.parquet,1114,691770,C15H14N2O2,O=C(O)c1ccc(N2CCNc3ccccc32)cc1
C15H14N2O2,0,61315,false negative,Alkane; Amine; Arene; Ether; Nitrile,Alkane; Amine; Arene; Nitrile,aligned_chunk_204.parquet,1039,384017,C15H14N2O2,COc1ccc(COc2cccc(N)c2C#N)cc1
C15H14N2O2,0,62725,correct,Alkane; Amine; Arene; Ether; Nitrile,Alkane; Amine; Arene; Ether; Nitrile,aligned_chunk_5.parquet,1437,617790,C15H14N2O2,COc1cc(N)c(C#N)cc1OCc1ccccc1
C15H14N2O2,0,74408,mixed error,Alkane; Arene; Carbamate; Ether; Hydrazone,Alkane; Arene; Carbamate; Ester; Ether,aligned_chunk_101.parquet,2389,15357,C15H14N2O2,COC(=O)N(N=Cc1ccccc1)c1ccccc1
C23H17N3O,1,68835,correct,Alkane; Arene; Ketone,Alkane; Arene; Ketone,aligned_chunk_146.parquet,1072,173015,C23H17N3O,Cc1ccc2c(c1)ncn2-c1ccc2[nH]cc(C(=O)c3ccccc3)c2c1
C23H18F3N5O,1,1087,false positive,Alkane; Amide; Arene; Haloalkane,Alkane; Amide; Arene; Ether; Haloalkane,aligned_chunk_54.parquet,2475,635065,C23H18F3N5O,C[C@@H](Cn1cc(-c2ccc(F)c(F)c2)cn1)NC(=O)c1cc(F)ccc1-c1ncccn1
C23H18F3N5O,0,35331,false positive,Alkane; Amide; Amine; Arene; Haloalkane,Alkane; Amide; Amine; Arene; Ether; Haloalkane,aligned_chunk_169.parquet,599,253888,C23H18F3N5O,CNc1ncc2cc(-c3cccc(C(=O)Nc4cccc(C(F)(F)F)c4)c3C)cnc2n1
C23H18F3N5O,0,53584,false negative,Alkane; Amide; Amine; Arene; Haloalkane,Alkane; Amine; Arene; Haloalkane,aligned_chunk_158.parquet,1525,215652,C23H18F3N5O,Nc1n[nH]c2cncc(-c3ccc4c(c3)CCN4C(=O)Cc3cccc(C(F)(F)F)c3)c12
C12H12ClNO3,0,16417,false negative,Alcohol; Alkane; Arene; Ether; Haloalkane,Alcohol; Alkane; Arene; Haloalkane,aligned_chunk_174.parquet,1696,274654,C12H12ClNO3,OCc1cc(-c2ccc(OCCCl)cc2)no1
C12H12ClNO3,1,33283,mixed error,Alkane; Amide; Arene; Ether; Haloalkane,Alkane; Amide; Arene; Haloalkane; Imide,aligned_chunk_173.parquet,2439,272164,C12H12ClNO3,CC1CCC2Oc3ccc(Cl)cc3C(=O)N2O1
C12H12ClNO3,0,42514,false negative,Alcohol; Alkane; Amide; Arene; Carboxylic acid; Haloalkane,Alcohol; Amide; Arene; Carboxylic acid; Haloalkane,aligned_chunk_200.parquet,317,370378,C12H12ClNO3,O=C(O)[C@@H]1CCCC(=O)N1c1ccc(Cl)cc1
C12H12ClNO3,0,44642,false negative,Alcohol; Alkane; Amide; Arene; Carboxylic acid; Haloalkane,Alcohol; Arene; Carboxylic acid; Haloalkane,aligned_chunk_139.parquet,2222,148210,C12H12ClNO3,O=C(O)CN1CC(c2ccc(Cl)cc2)CC1=O
C12H12ClNO3,0,67198,correct,Alkane; Arene; Ether; Haloalkane,Alkane; Arene; Ether; Haloalkane,aligned_chunk_170.parquet,3089,262963,C12H12ClNO3,COc1cc2nc(Cl)ccc2c(OC)c1OC
C12H12ClNO3,0,77725,false negative,Alcohol; Alkane; Amide; Arene; Carboxylic acid; Haloalkane,Alcohol; Alkane; Amide; Arene; Carboxylic acid,aligned_chunk_80.parquet,323,726483,C12H12ClNO3,O=C(O)[C@H]1CCC(=O)N1Cc1ccccc1Cl
C16H10BrClFNO,1,78437,mixed error,Alkane; Arene; Haloalkane; Ketone; Nitrile,Alkane; Amide; Arene; Ether; Haloalkane; Nitrile,aligned_chunk_137.parquet,2579,142102,C16H10BrClFNO,CC(=O)c1cc(Cl)c(CBr)c(C#N)c1-c1cccc(F)c1
C18H22ClN3O2,1,37271,mixed error,Alkane; Alkene; Amine; Arene; Enamine; Ether; Haloalkane,Alcohol; Alkane; Alkene; Amine; Sulfide,aligned_chunk_141.parquet,1217,156868,C18H22ClN3O2,CCOC(OCC)C(N)=C(c1ccncc1N)c1ccccc1Cl
C18H22ClN3O2,0,41793,mixed error,Alkane; Amine; Arene; Ether; Haloalkane,Alkane; Amide; Amine; Arene,aligned_chunk_181.parquet,2878,301765,C18H22ClN3O2,NC1CCN(CCc2c(Cl)cnc3ccc4c(c23)OCCO4)CC1
C24H21N5O4S,1,24018,false negative,Alkane; Alkene; Amine; Enamine; Ester; Ether; Ketone; Sulfide,Alkane; Amine; Ester; Ether,aligned_chunk_43.parquet,1761,595568,C24H21N5O4S,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3cccnc3[nH]2)o1
C15H22N2O3,0,2258,false negative,Alkane; Arene; Ester; Ether,Alkane,aligned_chunk_94.parquet,1077,775994,C15H22N2O3,CCOC(=O)C(C)(C)CNC(=O)NCc1ccccc1
C15H22N2O3,0,7894,correct,Alkane; Amine; Arene; Carbamate; Ether,Alkane; Amine; Arene; Carbamate; Ether,aligned_chunk_93.parquet,852,772499,C15H22N2O3,COc1cc2c(cc1N)CN(C(=O)OC(C)(C)C)CC2
C15H22N2O3,0,9758,false negative,Alkane; Alkene; Amide; Amine; Carbamate; Enamine; Ether; Imide,Alkane; Amide; Carbamate; Ether; Imide,aligned_chunk_129.parquet,2800,113269,C15H22N2O3,CN(C)C=C1C(=O)N(C(=O)OC(C)(C)C)C2C=CCC12
C15H22N2O3,0,11120,correct,Alkane; Amide; Amine; Arene; Ester; Ether,Alkane; Amide; Amine; Arene; Ester; Ether,aligned_chunk_140.parquet,2737,155220,C15H22N2O3,CNC(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC
C15H22N2O3,0,11504,correct,Alkane; Amide; Arene; Carbamate; Ether,Alkane; Amide; Arene; Carbamate; Ether,aligned_chunk_216.parquet,2417,427568,C15H22N2O3,CC(C)CNC(=O)[C@H](C)NC(=O)OCc1ccccc1
C15H22N2O3,0,14953,correct,Alcohol; Alkane; Amide; Amine; Arene; Carboxylic acid,Alcohol; Alkane; Amide; Amine; Arene; Carboxylic acid,aligned_chunk_216.parquet,1295,426446,C15H22N2O3,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O
C15H22N2O3,1,31336,mixed error,Alcohol; Alkane; Amide; Carboxylic acid,Alcohol; Carboxylic acid; Sulfide,aligned_chunk_154.parquet,2050,203191,C15H22N2O3,CCCC(CCC)N1CCn2c(C(=O)O)ccc2C1=O
C15H22N2O3,0,37842,false negative,Alcohol; Alkane; Carbamate; Ether,Alcohol; Alkane; Ether,aligned_chunk_184.parquet,676,309228,C15H22N2O3,CC(C)(C)OC(=O)N1CCCc2ccc(CCO)nc21
C15H22N2O3,0,42632,false positive,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether; Haloalkane,aligned_chunk_130.parquet,264,117190,C15H22N2O3,COC(=O)c1ccc(CN2CCN(C)CC2)cc1OC
C15H22N2O3,0,44785,false positive,Alkane; Amide; Arene; Ether,Alkane; Amide; Arene; Carbamate; Ether,aligned_chunk_23.parquet,1411,475130,C15H22N2O3,COc1cc(NC(=O)C(C)(C)C)ccc1C(=O)N(C)C
C15H22N2O3,0,45362,correct,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether,aligned_chunk_235.parquet,3181,496400,C15H22N2O3,CCOC(=O)[C@@H]1CC[C@@H](NOCc2ccccc2)CN1
C15H22N2O3,0,45369,false negative,Alcohol; Alkane; Amine; Arene; Carbamate; Ether; Phenol,Alcohol; Alkane; Arene; Carbamate; Ether; Phenol,aligned_chunk_110.parquet,907,46388,C15H22N2O3,CC(C)(C)OC(=O)N1CCN(c2ccc(O)cc2)CC1
